Primary Key,Order No_x,Segment Number_x,Order Date,Manufacturer,Model,Product Category,Model Year,Serial Number,Meter 1 Reading,Complaint,Cause,Correction,Failure Condition - Failure Component,Fix Condition - Fix Component,Order No_y,Segment Number_y,Coverage,Qty,Part Manufacturer,Part Number,Part Description,Revenue,Cost,Invoice Date,Actual Hours,Segment Total $
SO0026385-11,SO0026385,11,3/8/2023,PASEIH,9861,SPRAYS,,YPT056717,0,Oil running from bottom of machine,OIL RETURN UNDER MACHINE SWIVEL FITTING LEFT LOOSE AT FACTORY,OIL RETURN IS LOOSE UNDER THE MACHINE'S ROTARY CONNECTION AT THE FACTORY. CONNECTION AFTER APPLY TORQUE AND TEST RUN. CONNECTIONS STILL LEAKING? REMOVE HOSE FROM BLOCK. REPLACE AND RE-INSTALL O-RING ON BOSS. FILL HYDRAULIC TANK,"Inconsistent Folding - Boom, Hit - Cradle",No Component Mentioned - No Component Mentioned,SO0026385,11,Not Specified,1,PASE,8390414     PASE,OIL HV46 5GAL HYDRAULIC,120.12,92.09,4/25/2023,5.2999,493.24
SO0026385-4,SO0026385,4,3/8/2023,PASEIH,9861,SPRAYS,,YPT056717,0,Oil running from bottom of machine,OIL RETURN UNDER MACHINE SWIVEL FITTING LEFT LOOSE AT FACTORY,OIL RETURN IS LOOSE UNDER THE MACHINE'S ROTARY CONNECTION AT THE FACTORY. CONNECTION AFTER APPLY TORQUE AND TEST RUN. CONNECTIONS STILL LEAKING? REMOVE HOSE FROM BLOCK. REPLACE AND RE-INSTALL O-RING ON BOSS. FILL HYDRAULIC TANK,Leak - Boom,No Component Mentioned - No Component Mentioned,SO0026385,4,Not Specified,0,PASE,14008935     PASE,O-RING,0,0,4/25/2023,5.2999,493.24
SO0027106-1,SO0027106,1,3/8/2023,PASEIH,9861,SPRAYS,,YPT056717,0,Oil running from bottom of machine,OIL RETURN UNDER MACHINE SWIVEL FITTING LEFT LOOSE AT FACTORY,OIL RETURN IS LOOSE UNDER THE MACHINE'S ROTARY CONNECTION AT THE FACTORY. CONNECTION AFTER APPLY TORQUE AND TEST RUN. CONNECTIONS STILL LEAKING? REMOVE HOSE FROM BLOCK. REPLACE AND RE-INSTALL O-RING ON BOSS. FILL HYDRAULIC TANK,Smashed - Camera,Camera - Installed,SO0027106,1,Not Specified,0,PASE,14114325     PASE,COUPLING  QUICK  FEM,0,0,4/25/2023,5.2999,493.24
SO0027642-2,SO0027642,2,3/8/2023,PASEIH,9861,SPRAYS,,YPT056717,0,Oil running from bottom of machine,OIL RETURN UNDER MACHINE SWIVEL FITTING LEFT LOOSE AT FACTORY,OIL RETURN IS LOOSE UNDER THE MACHINE'S ROTARY CONNECTION AT THE FACTORY. CONNECTION AFTER APPLY TORQUE AND TEST RUN. CONNECTIONS STILL LEAKING? REMOVE HOSE FROM BLOCK. REPLACE AND RE-INSTALL O-RING ON BOSS. FILL HYDRAULIC TANK,Not Mentioned - Machine,"No Component Mentioned - Drained, Oil Filter - Replaced, Hydraulic Filter - Replaced, Transmission Filter - Replaced",SO0027642,2,Not Specified,1,PASE,BN14999     PASE,O-RING,0.94,0.7,4/25/2023,5.2999,493.24
SO0027642-3,SO0027642,3,3/8/2023,PASEIH,9861,SPRAYS,,YPT056717,0,Oil running from bottom of machine,OIL RETURN UNDER MACHINE SWIVEL FITTING LEFT LOOSE AT FACTORY,OIL RETURN IS LOOSE UNDER THE MACHINE'S ROTARY CONNECTION AT THE FACTORY. CONNECTION AFTER APPLY TORQUE AND TEST RUN. CONNECTIONS STILL LEAKING? REMOVE HOSE FROM BLOCK. REPLACE AND RE-INSTALL O-RING ON BOSS. FILL HYDRAULIC TANK,"Inoperative - NCV, Broken - Connector","Zip Tie - Installed, Harness - Installed",SO0027642,3,Not Specified,1,PASE,30945741     PASE,O-RING,0.47,0.27,4/25/2023,5.2999,493.24
SO0028255-1,SO0028255,1,3/8/2023,PASEIH,9861,SPRAYS,,YPT056717,0,MISSING VECTOR & INTRIP UNLOCKS.,MISSING VECTOR & INTRIP UNLOCKS WERE NOT INSTALLED.,"Installed, missing activations, executed and tested.",Not Latched - Door,"Latch - Replaced, Latch - Realigned",SO0028255,1,Not Specified,1,PASE,302184     PASE,SOFTWARE BASE HIGH,6930,5775,5/3/2023,1.5,7393.3199
SO0028352-1,SO0028352,1,3/8/2023,PASEIH,9861,SPRAYS,,YPT056717,0,MISSING VECTOR & INTRIP UNLOCKS.,MISSING VECTOR & INTRIP UNLOCKS WERE NOT INSTALLED.,"Installed, missing activations, executed and tested.",Leak - Machine,"Pump Housing Thread - Repaired, Pump Housing Thread - Tapped, Pipe Fitting - Installed, Elbow - Replaced",SO0028352,1,Not Specified,1,PASE,37834047     PASE,SOFTWARE UNLOCK,231,192.5,5/3/2023,1.5,7393.3199
SO0028770-1,SO0028770,1,3/8/2023,PASEIH,9861,SPRAYS,,YPT056717,0,OIL DRIPPING FROM COUPLER OF RETURN LINE TO PRODUCT PUMP,Coupler was leaking.,"REMOVE THE CLUTCH WHICH IS FREE WITH HAMMER AND PIECE TO CONTINUE TEST RUNNING THE MACHINE. ORDER PARTS THAT HAVE BEEN TRANSFERRED TO DEALER DUE TO BACK ORDER. REMOVE AND REPLACE CLUTCH, END RUN AND TEST","Open - Door, Broken - No Component Mentioned",No Component Mentioned - Replaced,SO0028770,1,Not Specified,1,PASE,37834141     PASE,COUPLING  QUICK  FEM,183.06,149.53,4/25/2023,4.73,477.3299
SO0029596-1,SO0029596,1,3/8/2023,PASEIH,9861,SPRAYS,,YPT056717,0,COMPONENTS MISSING ON BOOM TO MOUNT SMV SIGN,NOT INCLUDED FROM FACTORY,CUSTOMER CARE 7 MILES. INSTALL MISSING BRACKETS AND SCREWS AND INSTALL SMV SIGN.,"Broken - Plunger, Hit - Plunger","Plunger - Removed, Plunger - Disassembled, Plunger - Welded, Knife - Shimmed, Baler - Tested, Needle Twine - Rethreaded",SO0029596,1,Not Specified,2,PASE,32743143     PASE,BOLT,5.8399,4.44,5/3/2023,0.67,74.1196
SO0029596-2,SO0029596,2,3/8/2023,PASEIH,9861,SPRAYS,,YPT056717,0,COMPONENTS MISSING ON BOOM TO MOUNT SMV SIGN,NOT INCLUDED FROM FACTORY,CUSTOMER CARE 7 MILES. INSTALL MISSING BRACKETS AND SCREWS AND INSTALL SMV SIGN.,Leak - Sprayer,O Ring - Replaced,SO0029596,2,Not Specified,1,PASE,BN14412     PASE,SMV MOUNT,17.5,13.37,5/3/2023,0.67,74.1196
SO0029735-1,SO0029735,1,3/8/2023,PASEIH,9861,SPRAYS,,YPT056717,0,COMPONENTS MISSING ON BOOM TO MOUNT SMV SIGN,NOT INCLUDED FROM FACTORY,CUSTOMER CARE 7 MILES. INSTALL MISSING BRACKETS AND SCREWS AND INSTALL SMV SIGN.,Oil Leak - Sprayer,"Hose - Rerouted, No Component Mentioned - Topped Off",SO0029735,1,Not Specified,1,PASE,84574324     PASE,BRACKET,4.4199,3.37,5/3/2023,0.67,74.1196
SO0029735-1,SO0029735,1,3/8/2023,PASEIH,9861,SPRAYS,,YPT056717,0,COMPONENTS MISSING ON BOOM TO MOUNT SMV SIGN,NOT INCLUDED FROM FACTORY,CUSTOMER CARE 7 MILES. INSTALL MISSING BRACKETS AND SCREWS AND INSTALL SMV SIGN.,Oil Leak - Sprayer,"Hose - Rerouted, No Component Mentioned - Topped Off",SO0029735,1,Not Specified,1,PASE,FC944     PKSYST,BRACKET,4.4199,3.37,5/3/2023,0.67,74.1196
SO0031018-6,SO0031018,6,3/8/2023,PASEIH,9861,SPRAYS,,YPT056717,0,COMPONENTS MISSING ON BOOM TO MOUNT SMV SIGN,NOT INCLUDED FROM FACTORY,CUSTOMER CARE 7 MILES. INSTALL MISSING BRACKETS AND SCREWS AND INSTALL SMV SIGN.,Stuck - Fuel Tank,Fuel Tank - Reinstalled,SO0031018,6,Not Specified,2,PASE,M944CPG     PKSYST,BOLT,4.56,3.48,5/3/2023,0.67,74.1196
SO0031018-7,SO0031018,7,3/8/2023,PASEIH,9861,SPRAYS,,YPT056717,0,COMPONENTS MISSING ON BOOM TO MOUNT SMV SIGN,NOT INCLUDED FROM FACTORY,CUSTOMER CARE 7 MILES. INSTALL MISSING BRACKETS AND SCREWS AND INSTALL SMV SIGN.,"Loose - No Component Mentioned, Loose - Boom","No Component Mentioned - Retightened, Left Boom Fitting - Replaced",SO0031018,7,Not Specified,2,PASE,04044-45CIH7     PASE,NUT  LOCK,3.8799,2.98,5/3/2023,0.67,74.1196
SO0031018-8,SO0031018,8,3/8/2023,PASEIH,9861,SPRAYS,,YPT056717,0,COMPONENTS MISSING ON BOOM TO MOUNT SMV SIGN,NOT INCLUDED FROM FACTORY,CUSTOMER CARE 7 MILES. INSTALL MISSING BRACKETS AND SCREWS AND INSTALL SMV SIGN.,Frozen - Tank,"Tank - Emptied, Boom - Drained, Recirculation System - Drained, Filter - Removed",SO0031018,8,Not Specified,1,PASE,009911A4     PASE,"SMV,120 FT.",19.3099,14.76,5/3/2023,0.67,74.1196
SO0031018-9,SO0031018,9,3/8/2023,PASEIH,9861,SPRAYS,,YPT056717,0,COMPONENTS MISSING ON BOOM TO MOUNT SMV SIGN,NOT INCLUDED FROM FACTORY,CUSTOMER CARE 7 MILES. INSTALL MISSING BRACKETS AND SCREWS AND INSTALL SMV SIGN.,Oil Leak - Pipe,"Pipe - Replaced, O Ring - Replaced, Pipe - Cleaned",SO0031018,9,Not Specified,2,PASE,BN545940     PASE,NUT  LOCK,3.12,2.3799,5/3/2023,0.67,74.1196
SO0031765-1,SO0031765,1,3/8/2023,PASEIH,9861,SPRAYS,,YPT056717,0,FAULT CODE F-523140-13 OCCURS RANDOMLY THD 107750641,FAULT CODE F-523140-13 OCCURS RANDOMLY,THE MACHINE WILL TRIGGER THIS ERROR DURING SPEED AND RATE CHANGES. CALL AND VISIT WITH THE CNH SYRINGE SPECIALIST,"Inoperative - Light, Inoperative - Light, Inoperative - Tank, Inoperative - Light",No Component Mentioned - No Component Mentioned,SO0031765,1,Not Specified,2,PASE,FC444     PICK,NOZZLE,585,404.78,4/25/2023,5.2,1390.38
SO0032650-1,SO0032650,1,4/11/2023,PASEIH,9861,SPRAYS,2023,YPT056751,0,INSTALL PARTS ON MACHINE  ADJ. MIRRORS TO BE USABLE.FITTED UP FENDER FOR WIDE TIRES.      REMOVE 72 DRIP CHECK VALVES/REMOVE 72 NCV AND REINSTALLED WHERE THE DRY CHECK VALVES WERE.       REMOVE 72 5 WAY NOZZLE BODIES AND INSTALL 72CAPS.  I HAD CAPS FROM O,Unknown,INSTALL FLUSH VALVES ON OUTER CENTER BOOM. INSTALL BOTH FEATURES. INSTALL THE SIDE PANELS ON THE WALKWAY. INSTALL THE STEPS IN FRONT OF THE WALKWAY. INSTALL BOTH ADDITIONAL CAMERAS.  SETUP IN MONITOR.     SETUP MONITORING OF THE FUNCTIONS UP R/V ANTIFREEZE IN THE FLUSH TANK AND PRO,Error Code - No Component Mentioned,No Component Mentioned - No Component Mentioned,SO0032650,1,PUT 50 GAL. OF FUEL IN.,0,PK SYSTEMS,MV444CF     PICK,CLAMP,0,0,5/30/2023,42.0596,5262.6397
SO0033441-1,SO0033441,1,4/11/2023,PASEIH,9861,SPRAYS,2023,YPT056751,0,INSTALL PARTS ON MACHINE  ADJ. MIRRORS TO BE USABLE.FITTED UP FENDER FOR WIDE TIRES.      REMOVE 72 DRIP CHECK VALVES/REMOVE 72 NCV AND REINSTALLED WHERE THE DRY CHECK VALVES WERE.       REMOVE 72 5 WAY NOZZLE BODIES AND INSTALL 72CAPS.  I HAD CAPS FROM O,Unknown,INSTALL FLUSH VALVES ON OUTER CENTER BOOM. INSTALL BOTH FEATURES. INSTALL THE SIDE PANELS ON THE WALKWAY. INSTALL THE STEPS IN FRONT OF THE WALKWAY. INSTALL BOTH ADDITIONAL CAMERAS.  SETUP IN MONITOR.     SETUP MONITORING OF THE FUNCTIONS UP R/V ANTIFREEZE IN THE FLUSH TANK AND PRO,Blown - Air Conditioner,"System - Drained, System - Recharged",SO0033441,1,PUT 50 GAL. OF FUEL IN.,0,PK SYSTEMS,21G     PKSYST,2X2 FLANGE CPG,0,0,5/30/2023,42.0596,5262.6397
SO0033576-1,SO0033576,1,4/11/2023,PASEIH,9861,SPRAYS,2023,YPT056751,0,INSTALL PARTS ON MACHINE  ADJ. MIRRORS TO BE USABLE.FITTED UP FENDER FOR WIDE TIRES.      REMOVE 72 DRIP CHECK VALVES/REMOVE 72 NCV AND REINSTALLED WHERE THE DRY CHECK VALVES WERE.       REMOVE 72 5 WAY NOZZLE BODIES AND INSTALL 72CAPS.  I HAD CAPS FROM O,Unknown,INSTALL FLUSH VALVES ON OUTER CENTER BOOM. INSTALL BOTH FEATURES. INSTALL THE SIDE PANELS ON THE WALKWAY. INSTALL THE STEPS IN FRONT OF THE WALKWAY. INSTALL BOTH ADDITIONAL CAMERAS.  SETUP IN MONITOR.     SETUP MONITORING OF THE FUNCTIONS UP R/V ANTIFREEZE IN THE FLUSH TANK AND PRO,Blown - Hose,Hose - Replaced,SO0033576,1,PUT 50 GAL. OF FUEL IN.,0,PASE,32198549     PASE,NUT,0,0,5/30/2023,42.0596,5262.6397
SO0033576-2,SO0033576,2,4/11/2023,PASEIH,9861,SPRAYS,2023,YPT056751,0,INSTALL PARTS ON MACHINE  ADJ. MIRRORS TO BE USABLE.FITTED UP FENDER FOR WIDE TIRES.      REMOVE 72 DRIP CHECK VALVES/REMOVE 72 NCV AND REINSTALLED WHERE THE DRY CHECK VALVES WERE.       REMOVE 72 5 WAY NOZZLE BODIES AND INSTALL 72CAPS.  I HAD CAPS FROM O,Unknown,INSTALL FLUSH VALVES ON OUTER CENTER BOOM. INSTALL BOTH FEATURES. INSTALL THE SIDE PANELS ON THE WALKWAY. INSTALL THE STEPS IN FRONT OF THE WALKWAY. INSTALL BOTH ADDITIONAL CAMERAS.  SETUP IN MONITOR.     SETUP MONITORING OF THE FUNCTIONS UP R/V ANTIFREEZE IN THE FLUSH TANK AND PRO,Not Mentioned - Not Mentioned,No Component Mentioned - No Component Mentioned,SO0033576,2,PUT 50 GAL. OF FUEL IN.,0,PASE,C50044     PASE,"COUPLER,2 IN MANIFOLD",0,0,5/30/2023,42.0596,5262.6397
SO0033576-3,SO0033576,3,4/11/2023,PASEIH,9861,SPRAYS,2023,YPT056751,0,INSTALL PARTS ON MACHINE  ADJ. MIRRORS TO BE USABLE.FITTED UP FENDER FOR WIDE TIRES.      REMOVE 72 DRIP CHECK VALVES/REMOVE 72 NCV AND REINSTALLED WHERE THE DRY CHECK VALVES WERE.       REMOVE 72 5 WAY NOZZLE BODIES AND INSTALL 72CAPS.  I HAD CAPS FROM O,Unknown,INSTALL FLUSH VALVES ON OUTER CENTER BOOM. INSTALL BOTH FEATURES. INSTALL THE SIDE PANELS ON THE WALKWAY. INSTALL THE STEPS IN FRONT OF THE WALKWAY. INSTALL BOTH ADDITIONAL CAMERAS.  SETUP IN MONITOR.     SETUP MONITORING OF THE FUNCTIONS UP R/V ANTIFREEZE IN THE FLUSH TANK AND PRO,Not Mentioned - Sprayer,Tip - Installed,SO0033576,3,PUT 50 GAL. OF FUEL IN.,0,PASE,8884827     PASE,GASKET,0,0,5/30/2023,42.0596,5262.6397
SO0034013-1,SO0034013,1,4/11/2023,PASEIH,9861,SPRAYS,2023,YPT056751,0,INSTALL PARTS ON MACHINE  ADJ. MIRRORS TO BE USABLE.FITTED UP FENDER FOR WIDE TIRES.      REMOVE 72 DRIP CHECK VALVES/REMOVE 72 NCV AND REINSTALLED WHERE THE DRY CHECK VALVES WERE.       REMOVE 72 5 WAY NOZZLE BODIES AND INSTALL 72CAPS.  I HAD CAPS FROM O,Unknown,INSTALL FLUSH VALVES ON OUTER CENTER BOOM. INSTALL BOTH FEATURES. INSTALL THE SIDE PANELS ON THE WALKWAY. INSTALL THE STEPS IN FRONT OF THE WALKWAY. INSTALL BOTH ADDITIONAL CAMERAS.  SETUP IN MONITOR.     SETUP MONITORING OF THE FUNCTIONS UP R/V ANTIFREEZE IN THE FLUSH TANK AND PRO,Incorrect - Panel,Trim Panel - Installed,SO0034013,1,PUT 50 GAL. OF FUEL IN.,0,PICK,8885404     PASE,1.0 COUPLER,0,0,5/30/2023,42.0596,5262.6397
SO0034287-2,SO0034287,2,4/11/2023,PASEIH,9861,SPRAYS,2023,YPT056751,0,INSTALL PARTS ON MACHINE  ADJ. MIRRORS TO BE USABLE.FITTED UP FENDER FOR WIDE TIRES.      REMOVE 72 DRIP CHECK VALVES/REMOVE 72 NCV AND REINSTALLED WHERE THE DRY CHECK VALVES WERE.       REMOVE 72 5 WAY NOZZLE BODIES AND INSTALL 72CAPS.  I HAD CAPS FROM O,Unknown,INSTALL FLUSH VALVES ON OUTER CENTER BOOM. INSTALL BOTH FEATURES. INSTALL THE SIDE PANELS ON THE WALKWAY. INSTALL THE STEPS IN FRONT OF THE WALKWAY. INSTALL BOTH ADDITIONAL CAMERAS.  SETUP IN MONITOR.     SETUP MONITORING OF THE FUNCTIONS UP R/V ANTIFREEZE IN THE FLUSH TANK AND PRO,No Cold Air - Air Conditioner,No Component Mentioned - No Component Mentioned,SO0034287,2,PUT 50 GAL. OF FUEL IN.,0,PICK,25500557     PASE,"""FLANGE VALVE 1""""""",0,0,5/30/2023,42.0596,5262.6397
SO0034550-1,SO0034550,1,4/11/2023,PASEIH,9861,SPRAYS,2023,YPT056751,0,INSTALL PARTS ON MACHINE  ADJ. MIRRORS TO BE USABLE.FITTED UP FENDER FOR WIDE TIRES.      REMOVE 72 DRIP CHECK VALVES/REMOVE 72 NCV AND REINSTALLED WHERE THE DRY CHECK VALVES WERE.       REMOVE 72 5 WAY NOZZLE BODIES AND INSTALL 72CAPS.  I HAD CAPS FROM O,Unknown,INSTALL FLUSH VALVES ON OUTER CENTER BOOM. INSTALL BOTH FEATURES. INSTALL THE SIDE PANELS ON THE WALKWAY. INSTALL THE STEPS IN FRONT OF THE WALKWAY. INSTALL BOTH ADDITIONAL CAMERAS.  SETUP IN MONITOR.     SETUP MONITORING OF THE FUNCTIONS UP R/V ANTIFREEZE IN THE FLUSH TANK AND PRO,"Deflated - Air Bag, Inoperative - Washer",No Component Mentioned - No Component Mentioned,SO0034550,1,PUT 50 GAL. OF FUEL IN.,0,PK SYSTEMS,14112355     PASE,GASKET,0,0,5/30/2023,42.0596,5262.6397
SO0036578-2,SO0036578,2,4/11/2023,PASEIH,9861,SPRAYS,2023,YPT056751,0,PDI INSPECTION   OIL LEAK ON GEAR PUMP PRESSURE SIDE FITTING. OIL LEAK ON  M3 PORT.     AIR LINE TO TIP CLEANING STATION LEAKING WATER.   CHECK FLUID LEVELS. FOUND RIGHT REAR SHIELD BOLT RUBBING ON HYD. BREAKER HOSE. IT HAD ALREADY SLIGHTLY DAMAGED HOSE. ,Unknown,The oil leak from the gear pump fitting was loose. FIXED CONNECTION. The test is still leaked. CONNECTOR REMOVED TO CHECK O-RING. Seam deformed. O-RING REPLACED.       The assembly on the M3 connector was not loose. O-RING SEAM DEFORMED. O-RING REPLACED.     ORDER NEW AIR,Inoperative - Pump,Control Valve - Realigned,SO0036578,2,Not Specified,0,PASE,BN9588040     PASE,WASHER,0,0,5/30/2023,6.0899,1035.2999
SO0038215-1,SO0038215,1,4/11/2023,PASEIH,9861,SPRAYS,2023,YPT056751,0,PDI INSPECTION   OIL LEAK ON GEAR PUMP PRESSURE SIDE FITTING. OIL LEAK ON  M3 PORT.     AIR LINE TO TIP CLEANING STATION LEAKING WATER.   CHECK FLUID LEVELS. FOUND RIGHT REAR SHIELD BOLT RUBBING ON HYD. BREAKER HOSE. IT HAD ALREADY SLIGHTLY DAMAGED HOSE. ,Unknown,The oil leak from the gear pump fitting was loose. FIXED CONNECTION. The test is still leaked. CONNECTOR REMOVED TO CHECK O-RING. Seam deformed. O-RING REPLACED.       The assembly on the M3 connector was not loose. O-RING SEAM DEFORMED. O-RING REPLACED.     ORDER NEW AIR,"Not Mentioned - Boom, Not Mentioned - Boom, Protruded - Wing, Inconsistent Folding - Boom",No Component Mentioned - No Component Mentioned,SO0038215,1,Not Specified,0,PASE,37790823     PASE,NUT  WING,0,0,5/30/2023,6.0899,1035.2999
SO0038215-2,SO0038215,2,4/11/2023,PASEIH,9861,SPRAYS,2023,YPT056751,0,PDI INSPECTION   OIL LEAK ON GEAR PUMP PRESSURE SIDE FITTING. OIL LEAK ON  M3 PORT.     AIR LINE TO TIP CLEANING STATION LEAKING WATER.   CHECK FLUID LEVELS. FOUND RIGHT REAR SHIELD BOLT RUBBING ON HYD. BREAKER HOSE. IT HAD ALREADY SLIGHTLY DAMAGED HOSE. ,Unknown,The oil leak from the gear pump fitting was loose. FIXED CONNECTION. The test is still leaked. CONNECTOR REMOVED TO CHECK O-RING. Seam deformed. O-RING REPLACED.       The assembly on the M3 connector was not loose. O-RING SEAM DEFORMED. O-RING REPLACED.     ORDER NEW AIR,Not Installed - Boom,Boom Recirculation System - Installed,SO0038215,2,Not Specified,0,PASE,04450-44CIH7     PASE,ORING,0,0,5/30/2023,6.0899,1035.2999
SO0038215-4,SO0038215,4,4/11/2023,PASEIH,9861,SPRAYS,2023,YPT056751,0,PDI INSPECTION   OIL LEAK ON GEAR PUMP PRESSURE SIDE FITTING. OIL LEAK ON  M3 PORT.     AIR LINE TO TIP CLEANING STATION LEAKING WATER.   CHECK FLUID LEVELS. FOUND RIGHT REAR SHIELD BOLT RUBBING ON HYD. BREAKER HOSE. IT HAD ALREADY SLIGHTLY DAMAGED HOSE. ,Unknown,The oil leak from the gear pump fitting was loose. FIXED CONNECTION. The test is still leaked. CONNECTOR REMOVED TO CHECK O-RING. Seam deformed. O-RING REPLACED.       The assembly on the M3 connector was not loose. O-RING SEAM DEFORMED. O-RING REPLACED.     ORDER NEW AIR,"Bent - Boom, Cracked - Boom","Outer Boom Fold Cradle - Installed, Pad - Installed, Bolt - Installed",SO0038215,4,Not Specified,0,PASE,472978     PASE,O-RING,0,0,5/30/2023,6.0899,1035.2999
SO0038215-5,SO0038215,5,4/11/2023,PASEIH,9861,SPRAYS,2023,YPT056751,0,PDI INSPECTION   OIL LEAK ON GEAR PUMP PRESSURE SIDE FITTING. OIL LEAK ON  M3 PORT.     AIR LINE TO TIP CLEANING STATION LEAKING WATER.   CHECK FLUID LEVELS. FOUND RIGHT REAR SHIELD BOLT RUBBING ON HYD. BREAKER HOSE. IT HAD ALREADY SLIGHTLY DAMAGED HOSE. ,Unknown,The oil leak from the gear pump fitting was loose. FIXED CONNECTION. The test is still leaked. CONNECTOR REMOVED TO CHECK O-RING. Seam deformed. O-RING REPLACED.       The assembly on the M3 connector was not loose. O-RING SEAM DEFORMED. O-RING REPLACED.     ORDER NEW AIR,"Missed - Air Line, Leak - Plumbing System, Air Leak - Connector",Pressure Regulator - Installed,SO0038215,5,Not Specified,0,PASE,472977     PASE,SPIRAX CX50 WHEEL OIL 5 GAL,0,0.0001,5/30/2023,6.0899,1035.2999
